index,sentence
47535,tas govt refuses to ban live sheep exports
47536,teenage cyclist killed in collision
47537,tendulkar in doubt for india
47538,ten man kingz conquer wolves
47539,three crew rescued from capsized norwegian cargo
47540,top youngsters dominate pms xi
47541,train driver shattered after gnome prank
47542,tributes flow for david hookes
47543,trust pushes ahead with meander dam appeal
47544,twenty dead in algerian gas plant blast
47545,ullrich hopes strongest ever team will beat
47546,un chief seeks more time for iraq return
47547,underdog dean shrugs off us primary result
47548,union threatens action against council changes
47549,us begins new baghdad offensive
47550,us bombing kills 11 afghans report
47551,us producers choose rings as 2003s best
47552,us senators warn free trade may up australian drug
47553,vegie prices tipped to skyrocket
47554,vermeulen skull fracture caps bad night for
47555,wa bush fruit being sold in us
47556,wa cracks down on domestic violence
47557,walkover number three for hewitt
47558,water restrictions tightened in nimmitabel
47559,water saving boosts environmental flows
47560,water sewerage on qld election agenda
47561,woman dies after accident in stolen car
47562,woodside dispute back in irc
47563,workmates unaware of dead colleague
47564,worlds biggest solar power station to open in
47565,zimbabwe opposition chief rejects mugabe kill plot
47566,abbott backs howards traditional school values
47567,abbott vows no changes to medicare plan
47568,adelaide oval farewell for hookes
47569,agassi powers into melbourne third round
47570,aitken shuns tour to prepare for athens
47571,all ords finishes day flat
47572,anderson offers clears air over flight changes
47573,australian bellydancer banned in egypt
47574,australian open singles results wednesday jan 21
47575,australias first community based airline takes off
47576,authorities search for missing teen tourist
47577,authorities urge vigilance against bird flu
47578,bali bomb survivor jailed for three years over
47579,beattie pledges 8 million sweetener to
47580,beattie promises manufacturing boost
47581,beattie talks down just vote one strategy
47582,beetle plague infests goulburn
47583,bendigo schools at odds with pms schools stance
47584,better access planned for derwent bridge
47585,bowen council signals election sign rules
47586,british airways boss against unilateral us air
47587,bulls in charge in hobart
47588,bungles an unwanted distraction beattie
47589,bus drivers stop work over abuse
47590,bush defends iraq invasion
47591,bush has created new axis of evil us democrats
47592,bush warns of constitutional ban on gay marriage
47593,business to protest against super council plan
47594,call for drought aid to reflect nts size
47595,call for experts to help police handle mentally ill
47596,call for nsw govt to revamp road to tourism spot
47597,call to maintain un presence in e timor
47598,car accident puts man in hospital
47599,car industry rings up record sales year
47600,cattle producers warned about stock theft
47601,charges laid over native birds shooting
47602,cmc rules out action against beattie minister
47603,communities brace for floodwaters
47604,convicted police killer released from jail
47605,costello backs parents choice in schools debate
47606,costello praises record car sales
47607,council blames faulty power lines for bridgetown
47608,council highlights swimming spot danger
47609,councillor concedes labor position dictated oasis
47610,council prepares for legal fight to stop flats
47611,council questions boundary change review
47612,council to scale back 40m port lincoln plan
47613,council upbeat about abattoir reopening
47614,council upset over merger consultation
47615,council urged to push for stand alone uni campus
47616,crocs must sink pirates
47617,danes plan to provide for australian born princess
47618,darwin teen wins national country music contest
47619,democrat pulls out of presidential race
47620,democrats say bush speech slights average americans
47621,depressed asylum seekers must be released lawrence
47622,detention centre lockout for nsw opposition
47623,deutsche bank management trial begins
47624,downer slams us job loss claims
47625,elderly woman dies in car crash
47626,electoral commission to focus on bendigo council
47627,england expected to cancel zimbabwe tour report
47628,eu reviews parmalat accounting practises
47629,ex normans growers to get grape payment update
47630,families lobby for fair trial for guantanamo
47631,family services in denial advocate
47632,ferry line defends sydney devonport delays
47633,figures point to economic slowdown
47634,five aussies fight for third round place at aus
47635,five aussies fight for third round places at aus
47636,five men wanted over violent home invasion
47637,flatley named to captain reds
47638,four killed in horror crash on nsw highway
47639,foxtel unveils digital service
47640,france questions terror suspects wife
47641,giant snail found at gold coast
47642,gilchrist out for zimbabwe odis
47643,girl critical after fatal car crash
47644,glider pilot hospitalised after crash landing
47645,gold coast tourism chief looks to nz opportunities
47646,govt may upgrade road after fatal accident
47647,grace approaches 450th game for wildcats
47648,graziers want continued wild dog baiting
47649,greece to fund afghani olympic team
47650,guccione bundled out of aus open pratt molik
47651,guccione bundled out of aust open
47652,health services talk up merger benefits
47653,herbal remedies may not go with cancer drugs study
47654,high school says academic ranking unfair
47655,honda confirm brazilian barros for 2004
47656,hookes service to be held at adelaide oval
47657,hookess good work goes on with organ donation
47658,human rights groups urges anwars release
47659,hussey leads warriors fightback
47660,illegally kept snakes land man big fine
47661,independent denies defection accusations
47662,independents stand firm against medicare changes
47663,invading beetles paint the town black
47664,iraqi policeman killed in assassination bid city
47665,irc orders woodside workers back to work
47666,israeli court issues bribery charge tied to sharon
47667,israeli warplanes strike lebanon after attack
47668,japanese study finds way to burn fat without
47669,jetty group says no to foreshores plan
47670,juninho fires boro to within sight of silverware
47671,latham backs public school teachers
47672,latham pledges to boost bulk billing
47673,lawyers ask for gag order be relaxed in jackson
47674,lazio sweep into italian cup semis
47675,leaders may need to resolve trade talks
47676,lewis to recontest hammond
47677,libs adjourn masters complaint hearing
47678,live exporters may face ship shortage
47679,local campaigning puts spotlight on townsville
47680,love makes 100 but late wickets rock bulls
47681,malaysian ex deputy anwar denied bail
47682,mall to get police presence
47683,man charged over knife attack
47684,man jailed for life for depraved murder
47685,man pleads not guilty to homeless mans murder
47686,man to front court over fatal car crash
47687,martian soil poses puzzles for nasa scientists
47688,mayoral candidate raises bus plan doubts
47689,mcewen in yellow as tour down under day two kicks
47690,mcpartland grabs tour lead after epic breakaway
47691,medical team heads to cyclone hit niue
47692,microsoft admits humour failure over mikerowesoft
47693,molly exhausted after us visa ordeal
47694,movie magic helps cancer patients
47695,museum to offer snapshot of alice life
47696,national trust responds to council criticisms
47697,new year ushers in monkey business
47698,nightclubs try to weed out problem bouncers
47699,no organised crime link in army drug bust police
47700,oil company novus announces profit jump
47701,oil tanker roll sparks road clean up
47702,online sales growing 17 percent playing bigger
47703,page names broken hill election team
47704,petrol tipped to top 1 a litre
47705,players living in fear of positive dope tests
47706,png govts immunity push looking shaky
47707,png takes steps to counter illegal immigrants
47708,police call off search for boy
47709,police fear for missing person
47710,police killer to make statement on release
47711,police probe army drug claims
47712,police probe torbay inlet shooting claims
47713,police promise car security crackdown
47714,polly sweeps into top box office spot
47715,port kembla workers reject steelworks agreement
47716,powerlines again blamed for blaze
47717,public get say on alcohol free beach area plan
47718,qld floodwaters flow to drought hit nsw
47719,quick spreading internet virus linked to spammers
47720,rabbi composes prayer for protection from porn
47721,rail infrastructure corp fined over drivers deaths
47722,rain clouds water restrictions issue
47723,rain fails to save windies as pollock strikes
47724,rain to benefit murray darling basin farmers
47725,reef fishers urged to join compensation process
47726,research reveals dementia patients soothed with
47727,road tipped to boost wa govt coffers
47728,roebourne shire to defer councillor election
47729,rspca reveals funding problems
47730,russian army aims to save chill filtered beer
47731,russian carrier deal to give indian navy new power
47732,sa govt offers revised pay deal for public servants
47733,sa liberals accused of inconsistent policies
47734,sa on track to get roads funding boost mp
47735,sa town demands broadband and gets it
47736,search ends for ship survivors in norway
47737,sheep shipment sets sail for kuwait
47738,sorry maryborough theres no candidate springborg
47739,south african prosecutor cleared of spying
47740,south burnie gas leak sparks evacuation
47741,south east towns to cull corella numbers
47742,southern highlands tourism slump normal
47743,spirit makes move on martian rock
47744,sportspeople urged to register for masters games
47745,springborg accused of breaking law over dvo
47746,springborg denies bogus candidate claims
47747,standards needed to protect third world countries
47748,station to host pastoral research
47749,steel workers reject companys workplace offer
47750,stosur knocked out in melbourne
47751,study to assess emissions effect on ancient wa
47752,sugar deal not sweet enough for north qld farmers
47753,support for albany based fishery patrol
47754,tas crews hope weather forecast curbs fire risk
47755,teachers strike action on hold
47756,team gutted by hookes death
47757,teenager dies after sand cave collapse
47758,timber mill blaze leaves big damage bill
47759,too soon to predict shuttles return to space
47760,top catches to boost tuna fishers net profits
47761,topless pose just a bit of fun springborg says
47762,tree hunter hits jackpot in tasmania
47763,trip aims to boost townsville new caledonia
47764,tv production firm to boost gold coast jobs
47765,two more cofidis riders arrested in doping probe
47766,uk faces iraq war crimes claims
47767,unions call for clearer regulation of workplace
47768,un should focus on iraq elections sistani ally
47769,us dollar continues to drop
47770,us immigration sends molly packing
47771,us objects to whos obesity fight
47772,us stocks fall from highs
47773,vic opposition blames govt for lax bouncer laws
47774,vic opposition continues to reject planned waste
47775,voting strategy reflects new political landscape
47776,wa rejects jail for breaches of restraining orders
47777,warriors stay top with win over blues
47778,water restrictions continue in roma despite rain
47779,weather blamed for vegetable shortage
47780,western power slammed for response to fatal fire
47781,who confirms new sars case in china
47782,wonder girl wie gets another pga invitation
47783,wright ganguly jump to dravids defence
47784,zoo lockdown after escape artist chimp breaks free
47785,5m revamp sheds light on traeger park
47786,6b needed for highway upgrades nrma
47787,act housing industry cooling off
47788,all blacks planning private tests to boost revenue
47789,all ords make strong gains
47790,all roads lead to drought policy
47791,alp may make mri licence election issue
47792,annan urges calm after israeli air raid in lebanon
47793,arts deserves fair go
47794,asic investigates nab trading losses
47795,aussie hensby shares bob hope classic lead
47796,australia day ambassadors named for northern nsw
47797,australian open results thursday jan 22
47798,authorities issue bird flu warning for southern qld
47799,authorities probe farm death
47800,banks back parmalat australia
47801,battling reid is new tennis hero
47802,bbc airs program critical of management over kelly
47803,beattie promises 110m to cut waiting lists
47804,beattie promises 45m for gladstone
47805,beattie to push ahead with sugar reforms
47806,beckham sent off as real down valencia
47807,belconnen parking fees should be scrapped say libs
47808,bellingen mayor rejects growth vote
47809,bennett keen to coach kangaroos
47810,bidders battle for candidates ridiculed argyle
47811,big crowd says no to new england super council
47812,biggest flood in decades brings heartbreak to
47813,bird flu scare widens in asia
47814,bolton closes in on league cup final berth
47815,bouncer charged with hookes manslaughter
47816,bouncer charged with manslaughter over hookess
47817,brigittes wife must accept french law
47818,bushrangers pay emotional tribute to hookes
47819,call for extended army recruit training course
47820,call for manilla shire flood aid eligibility
47821,cambodias most prominent trade unionist shot dead
47822,capsized freighter hit rock
47823,catchments council says landcare offices wont close
47824,club vs country battles are long gone woodward
47825,coast volleyball player to feature in aust
47826,coffs deputy mayor echoes jetty plan concerns
47827,communities share in regional development funds
47828,corrupt prison officer allegations damaging says
47829,costello pans beattie govts economic mismanagement
47830,council adopts single waste services contract
47831,council audit highlights worksite woes
47832,council passes tree plan amidst councillor concerns
47833,council staff back tourism resort amidst protests
47834,court hears dna linked to womans accused murderer
47835,crash landing doesnt stop glider event
47836,croc hunter cleared of workplace safety breach
47837,dark horse springborg proves popular with punters
47838,declining tas devil population leaves door open
47839,di venuto keeps tigers in the hunt
47840,drought policy fails nt
47841,edington rules the pool in moscow
47842,encouraged springborg heads back to s e corner
47843,ethanol firm extends prospectus deadline
47844,euros climb continues
47845,experts to probe fallen pool entrance wall
47846,families unhappy with mausoleums condition
47847,farmers urged to boost dam levels
47848,farmers urged to seek drought aid
47849,farmers welcome federal road package
47850,fatal accident prompts calls for hume upgrade
47851,fears retailers may exploit apple prices
47852,firefighters save bushfire threatened houses
47853,floods welcomed reviled in rural qld
47854,follow our lead beattie tells minor parties
47855,formula one not above the law warns eu
47856,free trade efforts wont affect single desk
47857,further fuel subsidy changes to come govt
47858,gaze guides tigers to victory
47859,glory continue winning streak
47860,gold coast to farewell afl stalwart
47861,gold industry govt urged to bolster exploration
47862,gough leaves yorkshire
47863,govt backbencher defends state schools
47864,great southern helping bolster wa economy
47865,growers welcome river flows
47866,gulf nations to forgive some iraqi debt
47867,headscarf ban plan unravels in france
47868,health sugar dominate qld campaign
47869,hewitt ready for round three
47870,hicks comments a call to action rudd
47871,hickss lawyer urges intervention
47872,hicks trial wont be fair us lawyer
47873,homes should be safe from tas blaze firefighters
47874,hume shire residents reject boundary change plans
47875,icc warns england over zimbabwe pull out
47876,india to hold kashmir talks with separatists
47877,inter set up cup semi against juventus
47878,ion jobs lost on back of rising dollar
47879,irb considers new measure to speed up game
47880,israeli prosecutors consider sharon indictment
47881,israeli warplane overflies south lebanon
47882,jonker in yellow as cooke slams tour bosses
47883,killers parents treated badly says lawyer
47884,kimberley communities prepare for toad invasion
47885,kodak to slash 15000 jobs over three years
47886,kuwait agrees to cut iraq debts
47887,leagues club still searching for general manager
47888,leeds fans turn on selfish players
47889,lee hits india for six
47890,lend lease moves to full ownership of key
47891,liverpool council admits 19m loss in oasis
47892,lost plane search resumes 23 years on
47893,magistrates to discuss pitjantjatjara lands issues
47894,man charged over air rifle shooting
47895,man jailed for ex girlfriends murder
47896,man jailed for scratching police spitting on court
47897,man on murder charge to face bedside bail hearing
47898,market hits 18 month high
47899,martin supports us training facility not base for
47900,mayor casts doubt over wilton airport plan
47901,meeting backs call for broken hill water legal
47902,minister doubts sa will get fair piece of
47903,minister foreshadows new direction for education
47904,mortar attack kills two us soldiers wounds another
47905,mp wants reasons for retraining plans snub
47906,mugabe to start talks with opposition
47907,nab to revalue foreign currency portfolio
47908,new feature for eurobodalla show
47909,new move to revive north korea talks
47910,new twist in german september 11 case
47911,no more heads to roll over waterfall inquiry
47912,norfolk island fishermen survive three days adrift
47913,nsw doctors cleared of poor practise
47914,nsw govt targets sydneys power wasters
47915,nsw opposition questions detention centre riot bill
47916,nt lifesavers call for stronger pool fencing laws
47917,nt wants fair cut of roads scheme
47918,oberon policeman to take up lord howe is posting
47919,on call payout could cost wa police service
47920,palestinians question us commitment to middle east
47921,paringa bushfire closes highway
47922,passengers flock to virgin blue
47923,pentagon report throws doubt on defence system
47924,png asked to recall diplomat over domestic
47925,pngs housing minister sacked
47926,police call for witnesses in hotel robbery
47927,police end newspaper blockade in zimbabwe
47928,policeman flags golfing world record attempt
47929,police operation helps cut thefts
47930,police urge caution as three die on vic roads
47931,poll predicts easy victory for beattie
47932,ponting confident lee will bounce back
47933,port hedland wants more debt plan talks
47934,poultry industry warned of deadly virus
47935,power outage leaves residents in the dark
47936,press watchdog complains about us treatment of
47937,protesting workers await forestry sa response
47938,public invited to adelaide oval farewell for hookes
47939,public invited to adelaide oval service for hookes
47940,qld oppn promises health funds boost
47941,racq questions qld parties ethanol views
47942,rail corp fined over two deaths
47943,rain lifts water restrictions
47944,reports of child abuse jump 85pc
47945,reserve development snub greeted with applause
47946,residents ready for thargomindah flooding
47947,road death sparks police safety call
47948,rural residents live in fear of power lines
47949,saha gets coveted no 9 at old trafford
47950,sa state schools attract international students
47951,school prepares for new year after blaze
47952,school teachings anti farmer anderson
47953,scientists concerned about impact of devils disease
47954,scientists decide cold killed neanderthals
47955,scud hewitt reid through
47956,seized marcos funds ordered to government
47957,self regulation may end for tas lawyers
47958,sharon not quitting over israel bribery case
47959,skateboarders urged to use skateparks
47960,south east harvest unlikely to reach estimate
47961,spanish judge rules woman too well dressed to be
47962,springborg on attack over australia day controversy
47963,spurs get green light for transfer spree
47964,stanwell gladstone considered for magnesium smelter
47965,storm cuts power to far south coast residents
47966,sudden deluge damages wanaaring
47967,sugarcane growers yet to see fungal disease impact
47968,swimmers warned of stinger dangers
47969,tac agrees to continue funding therapy for car
47970,tafe staff move cause for psa concern
47971,tas labor fights proposed conference numbers cut
47972,tasmania to review bouncer laws
47973,three rescued after boat capsize
47974,tigers marshall happy to play any position
47975,toowoomba boxer eyes junior welterweight title
47976,top end truckers say industry on the rails
47977,training strategy focuses on high growth industries
47978,travellers on the move again
47979,tt line confident of fixing ferry delays
47980,tv networks to broadcast regional news in illawarra
47981,uk sperm donors to lose anonymity
47982,union continues mt thorley entitlements push
47983,union welcomes alps manufacturing promise
47984,us city passes emergency ban on karaoke booths
47985,us record companies crack down on web pirates
47986,vic govt offers no gas connection guarantees
47987,vic teachers deliver wage ultimatum
47988,vic teachers strike looks set to go ahead
47989,victoria bans ice pipes
47990,victorian teachers vow to strike
47991,wa offers 14000 tafe positions
47992,water restrictions remain for now in broken hill
47993,wa town recruits footballers for mine work
47994,wilkinson unsure on comeback date
47995,wolves hold liverpool to draw
47996,woman dies in skydiving accident
47997,woodward pleas for no law changes
47998,world economic forum kicks off in switzerland
47999,27 arrested in pawn shop sting
48000,academic named top wollongong citizen
48001,act opposition questions fire upgrade schedule
48002,adelaide man jailed in indonesia
48003,adelaide mayor denies cash for comment claim
48004,albatross migration proves worth a flutter
48005,alice darwin train costs trucking jobs
48006,alp highlights regional bulk billing fears
48007,alp to cut tobacco ties
48008,ama attacks doctor ban on hospital boards
48009,ambulance staff hold out for negotiation guarantee
48010,ancona turn to baggio to lead survival fight
48011,angel to play last game
48012,anglers to reap benefits of fish numbers boom
48013,arsenal are our main rivals ferguson
48014,ashes urn headed for australia
48015,aust not releasing nauru rehab money engineer says
48016,australian open results friday
48017,australian sailors to help train iraqis
48018,australian swimming names nugent new head coach
48019,authorities cleared over hanson prosecution
48020,authorities track giant snail trail
48021,authority dismisses complaint against police
48022,barrington residents angry over development plan
48023,bathurst council general manager heads to wagga
48024,beaconsfield gold mine success attracts interest
48025,beattie expects to lose gold coast seats
48026,beatties accountability under fire
48027,beattie springborg welcome year of the monkey
48028,bird flu likely to be in thailand pm admits
48029,bird flu matter of time for australia
48030,bird flu scare prompts australian alert
48031,blair to face parliamentary debate on hutton report
48032,bourke irrigators look to resumed pumping
48033,boy recovering after car incident
48034,brigalow bioregion decision looms
48035,british hiker fulfils his naked ambition
48036,british mps suicide bombing comments spark outrage
48037,broken hill still in the running for possible
48038,brown backs townsville candidate after cmc finding
48039,bushrangers back in training
48040,business survey contains warning for nt govt
48041,canberra in fresh bid to contact mars rover
48042,canberra to trial syringe vending machines
48043,cancer council offers accommodation funds
48044,casa to probe plane mishap
48045,celta vigo barcelona suffer surprise cup defeats
48046,cfs chief concerned at bushfire insurance level
48047,charters towers looks to ashes economic boost
48048,clarks atsic suspension to continue
48049,clark to take suspension fight to higher court
48050,coast records two more road deaths
48051,cofidis affair deepens as riders admit doping is
48052,communities prefer overseas doctors over nothing
48053,concerns sa will miss out on road funds
48054,conditions to help contain bushfire
48055,coral transplant permits raise green fears
48056,costello sees housing market cooling
48057,council considers landfill sharing arrangement
48058,council efforts help maintain roads funding scheme
48059,councils consider road funding conditions
48060,council upbeat about oval condition
48061,court finds man not guilty of police kill threat
48062,crocs release us import veal
48063,dane hansen in share of joburg lead
48064,dons aussie star hoping for first team return v
48065,doubts raised over highway upgrade cost
48066,dried fruit prices predicted to rise slightly
48067,early wickets slow bulls run chase
48068,ecologists welcome river flushing
48069,edington continues moscow medal spree
48070,electrical storm blacks out thousands
48071,elephant packs trunk escapes zoo
48072,endeavour foundation seeks phase in of industry
48073,enron chief accountant surrenders to police
48074,ettridge rejects whitewashed cmc report
48075,farmers warned of poisonous plants
48076,federal assistance to farmers hits 2 billion
48077,federal police examining hansons jailing
48078,financial agency downgrades nab outlook
48079,firefighters control south east blazes
48080,freightlink defends pricing system
48081,fruit firm still fighting takeover bid
48082,funds sought for cobar medical centre
48083,future unclear for kodaks australian staff
48084,garfunkel goes unrecognised during drug bust
48085,g g urges recognition of young
48086,govt loses asylum seekers court bid
48087,govt rejects alps backflip border protection
48088,govts industry assistance totals 10b
48089,greeks urged to speed up work on olympic venues
48090,group happy with roads scheme continuation
48091,gunnedah council abandons merger plan
48092,hookess death puts cricket in perspective lehmann
48093,hunter jobless rate down slightly
48094,hussey rogers put warriors in control
48095,india holds talks with kashmir seperatists
48096,india kashmir separatists urge end to violence
48097,indian wedding fire kills 44
48098,insurance company to appeal in test case
48099,iran urged to abandon nuke program
48100,irish minister vows to create eu asylum seeker
48101,iron ore mine protesters stage sit in
48102,ivory coast policeman jailed for journalists murder
48103,jenson smashes track record in testing
48104,kerry in front in us democrat race polls
48105,kodak tightlipped on possible australian job cuts
48106,latham seeks ban on tobacco donations
48107,leeds say they wont sell smith
48108,lees praise for ponting after scg heroics
48109,lee thanks ponting after scg heroics
48110,legal aid decries lack of sniffing rehabilitation
48111,lehmann still in shock over hookess death
48112,libs reject labors visa plan
48113,lion cubs born at adelaide zoo
48114,lobster industry awaits tariff cuts news
48115,long arm of the law reaches over the border in
48116,man found guilty of wifes murder
48117,man gets 21 years for pensioners murder
48118,mansfield council records operating boost
48119,market finishes week on positive note
48120,mayors take anti merger stance
48121,mcewen sprints to second tour stage win jonker
48122,mcgees fdjeuxcom boss putting ethics over results
48123,milan sweep into semis as roma fail to shake off
48124,molik through pratt bows out roddick blasts dent
48125,moomba gas plant repairs on schedule
48126,more funds sought for port kembla security
48127,mp highlights need for crisis care centre
48128,mp laments missing funds for calder highway
48129,mp talks up continued road funding scheme
48130,nasa loses touch with mars rover
48131,nats launch bid to win back lockyer
48132,new category for tunarama festival tuna toss
48133,nickel miner sets sights on radio hill
48134,no aust day sports nominations upset mayor
48135,nsw nationals call for water storage review
48136,nt opposition leader tightlipped over shadow
48137,nuclear black market unsettling
48138,nz politician denies fishing for free lunch
48139,olyroos through to olympic play off
48140,pakistani pm links al qaeda to assassination bids
48141,perry moves into one shot lead in california
48142,png parliamentary hiatus delays australian aid
48143,police hunt gold coast syringe rapist
48144,police prepare for aust day road blitz
48145,police set for png deployment
48146,police station goes to pot
48147,police union says force deserves pay rise
48148,police warn of aust day traffic crackdown
48149,pottharst and cook on opposite sides of the net
48150,poverty health need to be addressed annan
48151,preparation saved three rescued in rough seas
48152,prison staff ordered back to work
48153,probe begins into sydney hospital misconduct claims
48154,public seeks more time for oyster plan comment
48155,qld opposition promises funding to reduce hospital
48156,queensland promises fair hearing for hanson claim
48157,quinn welcomes help from federal colleagues
48158,raaf honours tasmanian wwii pilot
48159,rafter bids belated farewell to australian fans
48160,rain helps revive lakes study
48161,recent rain expected to boost outback tourism
48162,renovated ashes could be headed for australia
48163,reservoir of discontent flows from water concerns
48164,roundtable to discuss dairy woes
48165,rowers slogging it out for olympic spots in penrith
48166,rugby bosses in plan to cut penalty goals
48167,rwandan minister jailed over genocide
48168,safin beats demons mauresmo defies pain
48169,sa govt angered by waste dump secrecy
48170,saracens linked with larkham bid
48171,scarboroughs seadogs out to defy the odds
48172,schemes aim to address regional teachers shortage
48173,sex offender can be extradited to cambodia court
48174,sharon plans to stay until at least 2007
48175,shire highlights growing crime problem
48176,shires name local award winners
48177,signs to help take sting out of great keppel is
48178,socceroos set up venezuela friendly
48179,son backs liverpool hospital over euthanasia claim
48180,sri lanka retain tillakaratne as captain for
48181,strong support for continued road funds scheme
48182,supervision at centre of nab inquiry costello
48183,sydney dam levels lowest in 20 years
48184,tamworth retains water restrictions
48185,tas police welcome survey results
48186,tas uni researching alzheimer links
48187,tenders to be called for workers club demolition
48188,thailand awaits bird flu test results
48189,thailand confirms bird flu cases
48190,thargomindah residents prepare for rising
48191,thousands expected to flock to festivale
48192,three killed on nsw roads
48193,tourism sector bounces back post sars
48194,townsville side must fire up for finals
48195,tragedy strikes skydiving contest
48196,two die in nt road accidents
48197,ulladulla high school call yet to be heard
48198,umaga has surgery on lingering knee complaint
48199,union surprised by nsw education chiefs sacking
48200,us army awards medals to australian soldiers
48201,us congressmen slam bush over trade talks
48202,us dollar continues to slide
48203,us takes hard line on australian sugar
48204,vandals spray anti dump message in benalla
48205,vic govt lures professionals to teach in country
48206,vic liberals announce portfolio reshuffle
48207,wa police to start screening teachers this year
48208,wa public sector wage stoush heads back to irc
48209,wa train drivers weigh up australia day strike
48210,we are reals rivals now say defiant valencia
48211,wedding fire death toll rises to 50
48212,weight loss company heads into liquidation
48213,welfare agencies struggle to meet demand
48214,welfare group wants lower power prices
48215,whirlwind hollywood dancer ann miller dies
48216,wildcats looking to bounce back against bullets
48217,wine investment fund chief resigns
48218,women working for us killed in iraq attack
48219,xstrata restructure to lift north west
48220,zimbabwe opposition denies peace talks with mugabe
48221,zimbabwe political parties deny peace plan talks
48222,zimbabwe to shut down relaunched newspaper
48223,actu warns diplomat off solomons pay dispute
48224,adelaide united down kingz
48225,adf security personnel head home from iraq
48226,alonso fastest in barcelona testing
48227,at least five dead in iraq attacks
48228,australia can keep out bird flu minister
48229,australian mulls indonesian jail term appeal
48230,australian open results saturday
48231,bans in place on thai poultry imports aqis
48232,beattie out in front in latest newspaper poll
48233,beattie promises 10m boost for dental services
48234,bird flu claims another victim in vietnam
48235,bird flu vaccine six months away who
48236,blair sticks to iraq wmd claim despite kay quitting
48237,blues chase first innings points
48238,blues eye first innings points
48239,bono promises not to swear at golden globes cermony
48240,bracks welcomes citylink investigation
48241,brigittes wife due for release in france
48242,brigittes wife released in france
48243,british police officer says he will question the
48244,bulgaria police find rare pythons in hand luggage
48245,bulls middle order defies tigers
48246,bulls tigers play out draw
48247,burke seeks return to nt shadow ministry
48248,burma reaches ceasefire with insurgents
48249,butler condemns howard over schools
48250,call for more skilled migrants to be attracted to
48251,call for tougher sprinkler use measures
48252,call to build new prison at hume
48253,canada agrees to forgive most of iraqs debt
48254,canas overcomes henman in marathon match
48255,cathay pacific hiring 500 extra cabin crew report
48256,chile ex dictator pinochet hospitalised with
48257,city seek revenge 23 years later
48258,conrad black in battle with us affiliate over
48259,deputy us secretary of state to visit china japan
48260,diamonds and boots are a cowboys best friend
48261,doctor found guilty of perjury over patient sex
48262,dozens dead as heavy winds bitter cold lash europe
48263,electrical fault suspected in 50000 factory blaze
48264,england delay decision on zimbabwe tour
48265,european spacecraft unveils mars watery past
48266,ex weapons inspector casts fresh doubt on iraq wmd
48267,famed german photographer killed in car crash
48268,fears rail freight charges may increase
48269,federer demolishes aussie reid
48270,final world trade centre victim count 2749
48271,fire grounded egyptian plane at paris airport
48272,former students return for snowy project school
48273,gaze celebrates record with win
48274,gibson lashes out at christ film demands
48275,govt must ban tobacco donations anti smoking lobby
48276,greens confident of winning seats in qld election
48277,gronholm leads loeb in monte carlo opener
48278,hair dye may raise cancer risk study
48279,halliburton to repay usd 63 million after iraqi kickback
48280,hawks go second as bullets misfire
48281,hewitt sets up federer clash
48282,howard slams labors asylum seeker policy
48283,indian pm meets islamic separatists from disputed
48284,india tests short range nuclear capable missile
48285,indigenous communities gain police post on nt wa
48286,indonesian police question 17 png men
48287,indonesia renews arms race warning over son of
48288,injury cuts short pittmans brisbane hit out
48289,ioc vice president suspended
48290,iran guardian council to review poll mistakes
48291,israeli commander urges west bank roadblock rethink
48292,italian tv censors berlusconi satire
48293,jewish leaders slam gibsons passion film
48294,jonker closing in on tour victory
48295,jonker retains yellow jersey
48296,khaddafi to visit indonesia next month
48297,labor gets behind asylum seeker policy
48298,laxman the hero for india
48299,light aircraft collapses before takeoff in
48300,lightning capitals stay alive
48301,man suffers severe injuries after crashing trail
48302,man survives 51 hour ordeal trapped under a tractor
48303,mars knocks spirit out of nasa rover
48304,mickelson surges into two stroke lead
48305,missing girl found dead in river
48306,moseley stays in touch in johannesburg
48307,musharraf fears pakistani scientists sold nuke
48308,nationals seek shoalhaven dam plan revival
48309,navy intercepts alleged toothfish poachers
48310,nuclear secrets traded like drugs iaea
48311,oil company cleared of burma rights abuses
48312,olympics body suspends vp amid corruption probe
48313,opposition offers police helicopter election
48314,oscar pirate arrested over online bootlegs
48315,pakistan arrests former taliban governor
48316,pakistan show faith in captain inzamam
48317,parmalat executive commits suicide
48318,person hospitalised after car accident
48319,physicist hawking denies abuse by wife
48320,police continue probe into whistleblower bullying
48321,police drop charges against brothel madam
48322,police search central west for missing girl
48323,presenter suspended pending cash for comment probe
48324,qld opposition election campaign targets road
48325,reid demolished williams crashes out
48326,religious leader calls on iraqis to stop
48327,rockets found in indian kashmir before national day
48328,rossi plays down chances with yamaha
48329,russia says pressure over kyoto delay unfair
48330,sa cricketers to honour hookes
48331,saha completes united move
48332,scud overpowers ancic venus crashes out
48333,separated egyptian twin in us walks
48334,se queensland recovers after severe storm
48335,sharks make strong start to sevens
48336,shuttle flights to look like business as usual nasa
48337,six killed 12 missing after boat sinks in
48338,skateboarder slashed with knife
48339,skys the limit for record breakers
48340,socceroos to clash with south africa
48341,spirit makes feeble call from mars
48342,spirit rover communicates with earth again
48343,strikers united match abandoned
48344,tarkine protection group to meet this weekend
48345,tas cancer council pushes for end to tobacco
48346,teenager dies of bird flu in vietnam
48347,thai government under fire for handling of bird
48348,three killed in sa road accidents
